Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,Date,desempleado
PI78084,Arizona,M,High School or Below,50773209%,0,73,12/30/1899,Personal Auto,Two-Door Car,525.6,4/5/1997,FALSE
GF97874,Washington,F,Master,52756270%,70446,65,12/30/1899,Personal Auto,Four-Door Car,155.570802,3/31/1996,TRUE
ZH19885,Washington,F,High School or Below,25145920%,43860,65,12/30/1899,Personal Auto,Four-Door Car,156.124914,4/1/1996,FALSE
UK25655,Oregon,F,Bachelor,34352501%,64348,86,12/30/1899,Personal Auto,Two-Door Car,212.391975,5/27/1996,TRUE
QR45101,Oregon,M,Bachelor,66246118%,0,62,12/30/1899,Corporate Auto,Two-Door Car,297.6,8/20/1996,FALSE
EL93539,California,M,Master,57574423%,88997,72,12/30/1899,Special Auto,Four-Door Car,174.041566,4/19/1996,TRUE
EE99484,Washington,F,High School or Below,25145920%,43860,65,12/30/1899,Corporate Auto,Four-Door Car,156.124914,4/1/1996,FALSE
DP46882,California,F,High School or Below,28864516%,10312,78,12/30/1899,Corporate Auto,Four-Door Car,486.278557,2/25/1997,TRUE
WP41146,California,F,High School or Below,53414388%,0,72,1/1/2000,Personal Auto,Four-Door Car,345.6,10/7/1996,FALSE
TK60799,Arizona,F,High School or Below,41600181%,96263,103,12/30/1899,Personal Auto,SUV,1.924709,10/29/1995,TRUE
DN29808,California,F,College,28462454%,28919,72,12/30/1899,Corporate Auto,Four-Door Car,518.4,3/29/1997,FALSE
SS59521,Oregon,F,College,47702566%,0,68,1/1/2000,Personal Auto,Two-Door Car,326.4,9/18/1996,TRUE
NG66579,Oregon,M,Bachelor,50596162%,41869,64,12/30/1899,Personal Auto,Two-Door Car,262.12205,7/16/1996,FALSE
TC14209,Arizona,F,High School or Below,90957446%,0,128,12/30/1899,Personal Auto,SUV,921.6,5/6/1998,TRUE
ED50963,California,F,High School or Below,26888640%,32808,68,1/1/2000,Personal Auto,Four-Door Car,541.695658,4/21/1997,FALSE
GP40701,California,F,Bachelor,82776376%,79780,68,12/30/1899,Personal Auto,Four-Door Car,326.4,9/18/1996,TRUE
CP98451,Oregon,F,College,90579353%,91025,112,12/30/1899,Personal Auto,SUV,327.682669,9/19/1996,FALSE
NX52648,California,F,High School or Below,38017504%,33043,95,12/30/1899,Personal Auto,Two-Door Car,456,1/26/1997,TRUE
ZC32510,Arizona,M,High School or Below,93393416%,69442,118,3/1/2000,Personal Auto,Four-Door Car,1265.570302,4/15/1999,FALSE
NG27780,Oregon,M,College,25201232%,0,70,12/30/1899,Corporate Auto,Four-Door Car,63.043197,12/30/1995,TRUE
HN95240,Arizona,F,College,49840953%,0,70,12/30/1899,Corporate Auto,Four-Door Car,336,9/28/1996,FALSE
EB59129,Oregon,F,Bachelor,25957480%,47234,65,12/30/1899,Personal Auto,Four-Door Car,15.631363,11/12/1995,TRUE
RA70851,Oregon,M,High School or Below,74376933%,86863,92,12/30/1899,Personal Auto,Four-Door Car,441.6,1/11/1997,FALSE
PM19162,Oregon,M,Bachelor,145367876%,25805,66,2/1/2000,Personal Auto,Four-Door Car,375.866091,11/6/1996,TRUE
MS59005,Nevada,M,Bachelor,59133059%,43676,76,12/30/1899,Personal Auto,Four-Door Car,364.8,10/26/1996,FALSE
SU71163,Arizona,M,College,27716630%,59855,74,4/1/2000,Personal Auto,Two-Door Car,355.2,10/17/1996,TRUE
BD35676,Arizona,M,Master,291943664%,35296,126,12/30/1899,Personal Auto,SUV,452.616872,1/22/1997,FALSE
NI44621,Oregon,F,Master,98803858%,36576,125,1/1/2000,Personal Auto,SUV,113.450122,2/18/1996,TRUE
EW33419,California,F,High School or Below,151144024%,28513,100,1/1/2000,Corporate Auto,SUV,480,2/19/1997,FALSE
HX44948,Oregon,M,Bachelor,57599108%,85448,72,12/30/1899,Special Auto,Four-Door Car,16.03451,11/13/1995,TRUE
DL36983,Oregon,F,High School or Below,84951642%,23791,110,3/1/2000,Personal Auto,Two-Door Car,615.27228,7/4/1997,FALSE
XR87264,California,F,Bachelor,43811842%,20597,112,12/30/1899,Personal Auto,Four-Door Car,615.256301,7/4/1997,TRUE
NN99001,Arizona,F,College,69978274%,56940,87,12/30/1899,Personal Auto,Four-Door Car,512.66245,3/23/1997,FALSE
XV95530,Oregon,M,Bachelor,114305885%,93210,71,12/30/1899,Personal Auto,Two-Door Car,74.523935,1/10/1996,TRUE
OL97871,Oregon,F,Bachelor,74824861%,48992,94,1/1/2000,Personal Auto,Four-Door Car,426.072946,12/27/1996,FALSE
HQ23708,Arizona,F,Master,85969166%,53736,71,12/30/1899,Personal Auto,Two-Door Car,169.287785,4/14/1996,TRUE
WR63188,Arizona,M,College,78549608%,25378,66,1/1/2000,Personal Auto,Four-Door Car,419.464143,12/20/1996,FALSE
NG82219,Oregon,F,Bachelor,25824085%,76731,64,12/30/1899,Personal Auto,Four-Door Car,201.455005,5/16/1996,TRUE
KU29408,Washington,M,Master,90757682%,37722,116,12/30/1899,Corporate Auto,Sports Car,158.077504,4/3/1996,FALSE
RE46783,California,F,Bachelor,41185886%,69379,103,12/30/1899,Personal Auto,Two-Door Car,494.4,3/5/1997,TRUE
RU94434,Oregon,M,High School or Below,121573299%,57449,103,12/30/1899,Personal Auto,Four-Door Car,494.4,3/5/1997,FALSE
GI82355,Arizona,M,Bachelor,51528196%,0,68,12/30/1899,Corporate Auto,Four-Door Car,326.4,9/18/1996,TRUE
VO26340,Nevada,M,College,65129765%,0,93,12/30/1899,Personal Auto,Two-Door Car,669.6,8/27/1997,FALSE
NV61299,Arizona,F,Bachelor,277896924%,33806,89,12/30/1899,Corporate Auto,Four-Door Car,395.729716,11/26/1996,TRUE
DX31066,Washington,F,College,26672700%,94041,66,12/30/1899,Personal Auto,Four-Door Car,159.756733,4/4/1996,FALSE
CY50337,Oregon,F,College,109284071%,74965,90,12/30/1899,Personal Auto,Four-Door Car,58.557552,12/25/1995,TRUE
TJ20375,Arizona,F,High School or Below,76153813%,34095,63,12/30/1899,Personal Auto,Two-Door Car,302.4,8/25/1996,FALSE
EP72155,California,F,College,20043507%,0,66,4/1/2000,Personal Auto,Four-Door Car,316.8,9/8/1996,TRUE
JJ76159,California,M,College,24346812%,96045,61,12/30/1899,Corporate Auto,Four-Door Car,8.582971,11/5/1995,FALSE
BG15419,Nevada,F,Bachelor,141953603%,86355,118,12/30/1899,Personal Auto,Sports Car,285.418473,8/8/1996,TRUE
AO74776,California,F,High School or Below,94276849%,27824,118,12/30/1899,Personal Auto,SUV,566.4,5/16/1997,FALSE
HQ82233,California,M,High School or Below,119824209%,42995,101,12/30/1899,Personal Auto,SUV,410.508316,12/11/1996,TRUE
OL72737,Oregon,F,High School or Below,31027895%,21235,79,12/30/1899,Personal Auto,Two-Door Car,244.23135,6/28/1996,FALSE
ZQ59828,California,M,High School or Below,42226312%,74585,106,12/30/1899,Personal Auto,SUV,218.598065,6/2/1996,TRUE
NZ15548,Oregon,M,Bachelor,40238144%,41833,103,12/30/1899,Personal Auto,Four-Door Car,643.826716,8/1/1997,FALSE
XK61304,California,F,College,52971518%,23908,70,12/30/1899,Personal Auto,Four-Door Car,336,9/28/1996,TRUE
EJ44139,Oregon,M,Bachelor,214236372%,0,65,12/30/1899,Personal Auto,Two-Door Car,312,9/4/1996,FALSE
CM94425,Arizona,M,Bachelor,44162062%,61953,113,12/30/1899,Personal Auto,SUV,497.047297,3/8/1997,TRUE
OV54878,California,M,Bachelor,46390352%,0,142,12/30/1899,Corporate Auto,SUV,1022.4,8/15/1998,FALSE
JF57282,Nevada,M,Bachelor,48635446%,0,137,12/30/1899,Personal Auto,SUV,657.6,8/15/1997,TRUE
MY37953,Arizona,F,Bachelor,258309098%,73760,107,1/1/2000,Personal Auto,Sports Car,230.245772,6/14/1996,FALSE
XP64922,Oregon,F,College,29743149%,23333,74,12/30/1899,Corporate Auto,Four-Door Car,5.622751,11/2/1995,TRUE
WL65572,California,M,College,20644588%,0,61,12/30/1899,Personal Auto,Four-Door Car,292.8,8/15/1996,FALSE
LN50325,Arizona,F,High School or Below,100646083%,20440,128,2/1/2000,Corporate Auto,Sports Car,614.4,7/3/1997,TRUE
HJ15383,Washington,M,Master,80324019%,27658,68,12/30/1899,Personal Auto,Four-Door Car,160.07526,4/5/1996,FALSE
KH59823,California,M,College,54892141%,50943,139,12/30/1899,Special Auto,SUV,667.2,8/25/1997,TRUE
YM79169,California,M,Bachelor,26127567%,19003,71,12/30/1899,Personal Auto,Two-Door Car,34.651305,12/1/1995,FALSE
DR38127,California,M,College,85734639%,46703,108,12/30/1899,Personal Auto,Four-Door Car,678.100487,9/5/1997,TRUE
PU42145,California,M,Bachelor,241275040%,14072,71,12/30/1899,Personal Auto,Four-Door Car,511.2,3/22/1997,FALSE
KM33477,Oregon,M,College,85503866%,21733,73,12/30/1899,Corporate Auto,Four-Door Car,525.6,4/5/1997,TRUE
RI53167,Arizona,M,Bachelor,23086480%,20811,61,12/30/1899,Personal Auto,Four-Door Car,292.8,8/15/1996,FALSE
OF77789,Arizona,F,High School or Below,42546207%,11904,61,2/1/2000,Personal Auto,Two-Door Car,292.8,8/15/1996,TRUE
YB33445,Oregon,F,College,89828504%,43490,114,4/1/2000,Corporate Auto,SUV,174.588413,4/19/1996,FALSE
BA17836,California,M,High School or Below,78681660%,57340,67,12/30/1899,Corporate Auto,Four-Door Car,159.391681,4/4/1996,TRUE
JS43228,California,M,College,77042487%,49088,97,12/30/1899,Corporate Auto,Four-Door Car,698.4,9/25/1997,FALSE
BB11622,Nevada,M,Master,105521700%,47761,131,12/30/1899,Personal Auto,SUV,232.711071,6/16/1996,TRUE
HQ70429,Washington,F,College,160451095%,0,65,12/30/1899,Personal Auto,Two-Door Car,163.046956,4/8/1996,FALSE
WK88044,Arizona,M,Bachelor,87378375%,61281,110,12/30/1899,Personal Auto,SUV,79.865605,1/15/1996,TRUE
LA80525,Nevada,M,Bachelor,54548907%,0,82,1/1/2000,Corporate Auto,Two-Door Car,393.6,11/24/1996,FALSE
EH16250,Arizona,M,Bachelor,77052833%,25290,66,12/30/1899,Personal Auto,Four-Door Car,382.085897,11/13/1996,TRUE
PU41872,Arizona,F,High School or Below,70392624%,24239,88,12/30/1899,Personal Auto,Four-Door Car,48.348319,12/15/1995,FALSE
HB85743,California,M,Bachelor,88380856%,82664,114,3/1/2000,Personal Auto,SUV,133.425609,3/9/1996,TRUE
MM71959,Arizona,M,Bachelor,87335273%,83210,110,12/30/1899,Personal Auto,Sports Car,528,4/8/1997,FALSE
MB83663,Oregon,F,Bachelor,95974748%,38736,81,12/30/1899,Personal Auto,Two-Door Car,561.414794,5/11/1997,TRUE
KR43119,California,M,College,45066602%,0,66,12/30/1899,Personal Auto,Four-Door Car,316.8,9/8/1996,FALSE
KH24214,Oregon,M,College,178579723%,55437,64,1/1/2000,Personal Auto,Four-Door Car,445.287788,1/15/1997,TRUE
AC40767,Washington,M,Bachelors,24978082%,68041,6464,12/30/1899,Personal Auto,Two-Door Car,165.570243,4/10/1996,FALSE
HP55391,Oregon,M,Master,54261362%,0,71,12/30/1899,Corporate Auto,Four-Door Car,407.99684,12/8/1996,TRUE
EG62398,California,F,High School or Below,79981438%,29066,100,12/30/1899,Personal Auto,SUV,844.229478,2/18/1998,FALSE
VS19949,Nevada,M,Bachelor,28976207%,54337,72,12/30/1899,Personal Auto,Four-Door Car,345.6,10/7/1996,TRUE
AM92343,Oregon,F,High School or Below,115995022%,67616,96,12/30/1899,Personal Auto,Four-Door Car,340.306584,10/2/1996,FALSE
GI68556,California,F,Bachelor,151479306%,41082,63,12/30/1899,Personal Auto,Two-Door Car,106.647493,2/11/1996,TRUE
JT11876,WA,F,High School or Below,54357678%,0,10202,12/30/1899,Personal Auto,Four-Door Car,626.116259,7/15/1997,FALSE
XR64251,Nevada,F,Master,27253564%,36650,69,1/1/2000,Personal Auto,Four-Door Car,56.60333,12/23/1995,TRUE
MK34957,Oregon,F,College,132977123%,50631,112,4/1/2000,Special Auto,SUV,784.65781,12/20/1997,FALSE
GP18756,California,M,College,99270497%,19592,92,12/30/1899,Personal Auto,Four-Door Car,441.6,1/11/1997,TRUE
AP23850,WA,F,High School or Below,177715490%,0,114,12/30/1899,Personal Auto,Two-Door Car,547.2,4/27/1997,FALSE
KQ65521,Arizona,F,College,182692702%,55761,115,12/30/1899,Personal Auto,Sports Car,86.27772,1/22/1996,TRUE
EJ19449,California,F,College,27222107%,17576,71,12/30/1899,Special Auto,Four-Door Car,398.502948,11/29/1996,FALSE
QB70027,California,F,Bachelor,70832124%,41449,89,12/30/1899,Personal Auto,Four-Door Car,63.516572,12/30/1995,TRUE
QW47320,Cali,F,Bachelor,101797170%,14290,271,12/30/1899,Personal Auto,Luxury SUV,1300.8,5/20/1999,FALSE
KH64733,Nevada,F,College,58895091%,62007,73,12/30/1899,Personal Auto,Four-Door Car,120.015609,2/25/1996,TRUE
ON59472,Arizona,M,High School or Below,157713934%,21921,206,12/30/1899,Corporate Auto,Luxury SUV,1254.137899,4/4/1999,FALSE
HP94242,Arizona,F,Bachelor,52881733%,42621,66,12/30/1899,Personal Auto,Four-Door Car,316.8,9/8/1996,TRUE
RV15398,Oregon,M,College,275805540%,0,87,1/1/2000,Personal Auto,Four-Door Car,417.6,12/18/1996,FALSE
EA25683,WA,M,High School or Below,77785323%,63786,196,12/30/1899,Corporate Auto,Luxury SUV,798.002689,1/3/1998,TRUE
PW73754,Cali,F,High School or Below,73418613%,0,104,3/1/2000,Personal Auto,Sports Car,82.041684,1/18/1996,FALSE
MC71942,Cali,F,High School or Below,79191970%,82877,99,1/1/2000,Personal Auto,Two-Door Car,22.819088,11/19/1995,TRUE
OX72195,Arizona,M,College,21638702%,0,63,12/30/1899,Corporate Auto,Two-Door Car,302.4,8/25/1996,FALSE
YQ99152,Nevada,M,High School or Below,97878088%,10475,88,1/1/2000,Personal Auto,Two-Door Car,422.4,12/23/1996,TRUE
KI19439,Oregon,F,High School or Below,52076408%,21952,66,12/30/1899,Personal Auto,Four-Door Car,316.8,9/8/1996,FALSE
PM76175,Oregon,F,Bachelor,211472772%,49721,132,12/30/1899,Corporate Auto,Sports Car,639.971388,7/28/1997,TRUE
US45383,Cali,M,College,122807666%,88340,102,12/30/1899,Personal Auto,Two-Door Car,489.6,2/28/1997,FALSE
GT38956,Cali,F,College,24413942%,0,65,12/30/1899,Personal Auto,Four-Door Car,312,9/4/1996,TRUE
SN41301,Oregon,M,Bachelor,65355606%,0,65,12/30/1899,Corporate Auto,Four-Door Car,468,2/7/1997,FALSE
BE62503,WA,F,College,92065983%,24589,82,12/30/1899,Personal Auto,Two-Door Car,511.497882,3/22/1997,TRUE
PA16884,Cali,F,Bachelor,41185886%,69379,103,12/30/1899,Personal Auto,Two-Door Car,494.4,3/5/1997,FALSE
NC58480,Nevada,F,Bachelor,48382090%,73769,61,2/1/2000,Personal Auto,Four-Door Car,239.540223,6/23/1996,TRUE
NS39326,Cali,F,College,46255481%,66670,114,12/30/1899,Personal Auto,SUV,518.180364,3/29/1997,FALSE
PN18507,Arizona,M,Bachelor,140421030%,88854,118,12/30/1899,Personal Auto,Two-Door Car,715.252366,10/12/1997,TRUE
EK91340,Oregon,M,Bachelor,75466135%,31266,193,12/30/1899,Corporate Auto,Luxury Car,926.4,5/11/1998,FALSE
JY16280,Cali,F,High School or Below,25145920%,43860,65,12/30/1899,Personal Auto,Four-Door Car,156.124914,4/1/1996,TRUE
ZW71731,Cali,M,Bachelor,51703584%,89284,133,2/1/2000,Corporate Auto,SUV,402.070719,12/3/1996,FALSE
ZC24631,Oregon,M,College,139173772%,67267,89,12/30/1899,Corporate Auto,Four-Door Car,94.814032,1/30/1996,TRUE
YR34689,Cali,F,High School or Below,113181308%,79270,95,3/1/2000,Personal Auto,Four-Door Car,456,1/26/1997,FALSE
RT65829,Oregon,M,Bachelor,42763636%,36692,109,1/1/2000,Personal Auto,Four-Door Car,523.2,4/3/1997,TRUE
BZ12077,Oregon,F,High School or Below,43222403%,0,119,12/30/1899,Personal Auto,SUV,571.2,5/21/1997,FALSE
WM65373,Cali,F,College,80023083%,0,107,12/30/1899,Corporate Auto,SUV,513.6,3/24/1997,TRUE
NH35059,Nevada,M,College,38854564%,0,105,12/30/1899,Corporate Auto,Four-Door Car,504,3/15/1997,FALSE
QD38160,Oregon,M,College,44717782%,0,135,12/30/1899,Personal Auto,SUV,972,6/26/1998,TRUE
BM15160,Cali,F,High School or Below,84963528%,44624,71,1/1/2000,Special Auto,Four-Door Car,73.883044,1/9/1996,FALSE
VY79030,Arizona,F,College,225008835%,0,71,12/30/1899,Corporate Auto,Four-Door Car,340.8,10/2/1996,TRUE
EV19512,Nevada,F,Master,163019676%,19614,85,12/30/1899,Personal Auto,Two-Door Car,574.024018,5/24/1997,FALSE
TE13577,Oregon,F,College,23197359%,0,64,12/30/1899,Personal Auto,Four-Door Car,632.715382,7/21/1997,TRUE
WY97929,Arizona,M,College,87170498%,83846,74,3/1/2000,Special Auto,Four-Door Car,355.2,10/17/1996,FALSE
YG20683,WA,M,College,28601117%,51159,72,12/30/1899,Personal Auto,Four-Door Car,4.238626,11/1/1995,TRUE
FK75497,Cali,M,College,24534083%,83772,62,12/30/1899,Personal Auto,Two-Door Car,42.248087,12/9/1995,FALSE
NE60110,Arizona,M,College,59897739%,66839,154,12/30/1899,Personal Auto,Sports Car,739.2,11/5/1997,TRUE
TN36521,Arizona,F,College,249802255%,88440,70,12/30/1899,Personal Auto,Two-Door Car,27.145151,11/24/1995,FALSE
HG33568,Arizona,F,Master,74826395%,25666,63,2/1/2000,Personal Auto,Four-Door Car,270.002766,7/24/1996,TRUE
TW17878,Oregon,F,High School or Below,24575760%,52926,61,12/30/1899,Personal Auto,Four-Door Car,292.8,8/15/1996,FALSE
ZO83562,Nevada,F,Bachelor,23797412%,0,67,12/30/1899,Personal Auto,Four-Door Car,494.946438,3/5/1997,TRUE
CH97539,WA,F,Bachelor,82869644%,40001,70,12/30/1899,Personal Auto,Four-Door Car,142.567008,3/18/1996,FALSE
CV29889,Cali,M,College,23939154%,0,70,12/30/1899,Personal Auto,Four-Door Car,425.266308,12/26/1996,TRUE
MO33320,Oregon,M,College,46571595%,18024,65,12/30/1899,Personal Auto,Two-Door Car,312,9/4/1996,FALSE
QZ81258,Oregon,F,College,131979289%,0,68,3/1/2000,Personal Auto,Four-Door Car,326.4,9/18/1996,TRUE
NY56352,Oregon,F,Bachelor,28039167%,23220,74,12/30/1899,Personal Auto,Four-Door Car,251.334247,7/5/1996,FALSE
EA27048,Cali,F,High School or Below,86465041%,64125,108,12/30/1899,Personal Auto,SUV,369.818708,10/31/1996,TRUE
UT38865,Oregon,F,College,74258706%,58042,62,12/30/1899,Corporate Auto,Four-Door Car,161.419528,4/6/1996,FALSE
QC89139,Oregon,F,High School or Below,45287374%,90034,112,12/30/1899,Corporate Auto,SUV,537.6,4/17/1997,TRUE
LA14484,Nevada,M,High School or Below,22270728%,27972,61,12/30/1899,Special Auto,Four-Door Car,292.8,8/15/1996,FALSE
HN57556,Cali,F,High School or Below,72929488%,0,65,12/30/1899,Personal Auto,Four-Door Car,312,9/4/1996,TRUE
CV31235,Arizona,M,Bachelor,31843552%,50989,80,12/30/1899,Corporate Auto,Four-Door Car,255.999709,7/9/1996,FALSE
WR45726,Arizona,F,Bachelor,113152037%,11885,101,12/30/1899,Special Auto,Four-Door Car,484.8,2/23/1997,TRUE
LB25094,Cali,F,Bachelor,25307051%,89451,63,12/30/1899,Special Auto,Four-Door Car,61.769564,12/28/1995,FALSE
KW56110,Oregon,M,Bachelor,183615553%,0,182,12/30/1899,Personal Auto,Luxury Car,1310.4,5/30/1999,TRUE
XO36233,WA,M,Bachelor,86415300%,78904,109,12/30/1899,Personal Auto,SUV,250.001424,7/4/1996,FALSE
ZX86243,Arizona,M,Doctor,32785319%,70247,83,1/1/2000,Personal Auto,Four-Door Car,141.799422,3/17/1996,TRUE
DW29763,Arizona,M,High School or Below,52719821%,32653,67,12/30/1899,Personal Auto,Two-Door Car,321.6,9/13/1996,FALSE
CT83377,WA,M,High School or Below,37636377%,93595,97,4/1/2000,Special Auto,Four-Door Car,49.797016,12/16/1995,TRUE
OQ90898,Cali,M,Master,139555696%,90279,115,12/30/1899,Personal Auto,SUV,372.175592,11/3/1996,FALSE
GO77248,Oregon,F,College,50015275%,0,72,12/30/1899,Personal Auto,Four-Door Car,542.14385,4/22/1997,TRUE
QW33258,Cali,M,Bachelor,70828304%,53310,189,3/1/2000,Personal Auto,Luxury Car,1360.8,7/19/1999,FALSE
OU79745,Cali,M,College,76194828%,0,105,12/30/1899,Personal Auto,Four-Door Car,504,3/15/1997,TRUE
VZ79886,Oregon,F,Bachelor,125508820%,22234,160,12/30/1899,Personal Auto,SUV,768,12/4/1997,FALSE
FI92440,WA,F,High School or Below,321966004%,91375,99,12/30/1899,Personal Auto,Two-Door Car,72.632934,1/8/1996,TRUE
YG85980,Nevada,F,High School or Below,67937741%,22250,86,12/30/1899,Personal Auto,Two-Door Car,720.601429,10/17/1997,FALSE
QM74621,Oregon,M,Bachelor,52723197%,0,80,12/30/1899,Personal Auto,Four-Door Car,576,5/26/1997,TRUE
EI71732,Oregon,F,Doctor,62653433%,0,84,1/1/2000,Personal Auto,Four-Door Car,481.025786,2/20/1997,FALSE
VN79010,Cali,F,High School or Below,85475861%,51179,71,12/30/1899,Corporate Auto,Four-Door Car,466.176731,2/5/1997,TRUE
FI61723,Cali,M,Bachelor,27874237%,38667,72,12/30/1899,Personal Auto,Four-Door Car,159.266473,4/4/1996,FALSE
OH55411,Cali,F,Master,46268011%,79487,114,12/30/1899,Corporate Auto,SUV,547.2,4/27/1997,TRUE
TF10720,Nevada,F,Doctor,86633640%,67763,107,2/1/2000,Personal Auto,Four-Door Car,41.283167,12/8/1995,FALSE
NW30838,Nevada,M,High School or Below,38722222%,0,62,2/1/2000,Corporate Auto,Four-Door Car,503.808329,3/14/1997,TRUE
CB58476,Oregon,F,College,51708115%,0,71,12/30/1899,Corporate Auto,Four-Door Car,859.599411,3/5/1998,FALSE
WI69346,Cali,F,Master,89602802%,71943,112,12/30/1899,Corporate Auto,SUV,305.653785,8/28/1996,TRUE
FS76657,Oregon,F,College,54718343%,53526,68,12/30/1899,Personal Auto,Four-Door Car,278.902846,8/1/1996,FALSE
YX89016,Oregon,M,College,349310017%,35005,295,12/30/1899,Personal Auto,Luxury Car,1416,9/13/1999,TRUE
PK28821,Cali,M,College,26203923%,24721,67,12/30/1899,Personal Auto,Four-Door Car,139.963594,3/15/1996,FALSE
MB51200,WA,M,College,190694995%,0,102,2/1/2000,Personal Auto,Four-Door Car,734.4,10/31/1997,TRUE
XG44587,Arizona,M,Master,57574423%,88997,72,12/30/1899,Personal Auto,Four-Door Car,174.041566,4/19/1996,FALSE
FG91922,Arizona,M,Master,402240136%,48587,111,12/30/1899,Personal Auto,SUV,532.8,4/12/1997,TRUE
OM99303,Arizona,F,High School or Below,27014883%,76310,67,12/30/1899,Personal Auto,Two-Door Car,321.6,9/13/1996,FALSE
RV67546,Cali,M,Bachelor,37124305%,73205,92,12/30/1899,Personal Auto,Four-Door Car,37.299865,12/4/1995,TRUE
UJ79253,Oregon,F,College,218508400%,51056,78,12/30/1899,Personal Auto,Four-Door Car,95.816516,1/31/1996,FALSE
PN98247,Cali,M,College,78401658%,58414,210,2/1/2000,Personal Auto,Luxury SUV,1008,8/1/1998,TRUE
IB67546,Cali,F,Bachelor,82370379%,23940,107,12/30/1899,Personal Auto,SUV,513.6,3/24/1997,FALSE
OE19087,Cali,F,High School or Below,22434739%,0,62,12/30/1899,Personal Auto,Four-Door Car,446.4,1/16/1997,TRUE
CM95716,Cali,M,Bachelor,84344641%,44216,71,12/30/1899,Personal Auto,Four-Door Car,72.205362,1/8/1996,FALSE
MW62634,Cali,M,High School or Below,22270728%,27972,61,12/30/1899,Corporate Auto,Four-Door Car,292.8,8/15/1996,TRUE
QW67581,Arizona,F,High School or Below,51700260%,0,69,12/30/1899,Personal Auto,Four-Door Car,331.2,9/23/1996,FALSE
SN16059,Cali,F,Master,26414461%,29305,66,12/30/1899,Personal Auto,Four-Door Car,475.2,2/14/1997,TRUE
OE51254,Cali,F,College,27906830%,53882,69,12/30/1899,Personal Auto,Four-Door Car,331.2,9/23/1996,FALSE
RM42344,Oregon,M,College,27451298%,91757,69,1/1/2000,Personal Auto,Four-Door Car,331.2,9/23/1996,TRUE
GB35238,Cali,F,Bachelor,75795327%,33906,64,12/30/1899,Personal Auto,Two-Door Car,401.592109,12/2/1996,FALSE
ML82674,Oregon,M,Bachelor,109787803%,68158,139,1/1/2000,Personal Auto,SUV,253.183568,7/7/1996,TRUE
EI85244,Cali,M,College,82550601%,0,134,3/1/2000,Personal Auto,SUV,643.2,8/1/1997,FALSE
DE28132,Oregon,M,College,47477346%,42165,123,12/30/1899,Corporate Auto,SUV,799.673766,1/4/1998,TRUE
TV25678,WA,M,College,35409043%,0,101,12/30/1899,Personal Auto,SUV,727.2,10/24/1997,FALSE
TY26512,Cali,M,Doctor,34361343%,30817,88,12/30/1899,Personal Auto,Four-Door Car,91.834668,1/27/1996,TRUE
OB69153,Cali,M,Bachelor,25821853%,68074,65,12/30/1899,Personal Auto,Four-Door Car,27.987867,11/24/1995,FALSE
QZ77637,Washington,F,College,116650978%,84978,35353,1/1/2000,Corporate Auto,Four-Door Car,166.77296,4/11/1996,TRUE
XN41715,Cali,F,Master,73962837%,71135,92,1/1/2000,Personal Auto,Four-Door Car,270.563995,7/24/1996,FALSE
QR15857,Cali,F,College,43307998%,0,61,12/30/1899,Personal Auto,Two-Door Car,292.8,8/15/1996,TRUE
FL69363,Oregon,M,Master,90757682%,37722,116,12/30/1899,Personal Auto,Sports Car,158.077504,4/3/1996,FALSE
IS30295,Arizona,F,Bachelor,146354516%,0,139,12/30/1899,Personal Auto,SUV,667.2,8/25/1997,TRUE
WA25797,Washington,Male,High School or Below,85647682%,95697,107,12/30/1899,Personal Auto,Sports Car,178.006524,4/23/1996,FALSE
NL59519,Cali,F,College,115656875%,64642,96,12/30/1899,Personal Auto,Four-Door Car,404.265696,12/5/1996,TRUE
ZU93025,Oregon,F,College,27710450%,50071,71,12/30/1899,Personal Auto,Two-Door Car,18.918935,11/15/1995,FALSE
DK94262,Oregon,M,High School or Below,85071288%,46754,106,1/1/2000,Personal Auto,SUV,513.818403,3/24/1997,TRUE
UQ30615,Cali,M,College,75821138%,64801,64,12/30/1899,Corporate Auto,Four-Door Car,268.471802,7/22/1996,FALSE
OR40060,Arizona,M,Bachelor,33230925%,70410,83,12/30/1899,Personal Auto,Four-Door Car,131.828507,3/7/1996,TRUE
DK32872,Nevada,F,High School or Below,52343317%,66957,131,1/1/2000,Personal Auto,SUV,628.8,7/17/1997,FALSE
FA46418,Nevada,F,High School or Below,247095996%,24213,78,1/1/2000,Personal Auto,Four-Door Car,374.4,11/5/1996,TRUE
ER19995,Washington,F,College,177862778%,99790,6464,12/30/1899,Personal Auto,Four-Door Car,178.986788,4/23/1996,FALSE
KI75855,Oregon,M,Master,25512267%,79751,63,12/30/1899,Personal Auto,Two-Door Car,392.235698,11/23/1996,TRUE
ND41876,Arizona,M,High School or Below,72477137%,86122,182,1/1/2000,Personal Auto,Luxury SUV,873.6,3/19/1998,FALSE
PN21042,Arizona,M,Bachelor,45388478%,82297,116,12/30/1899,Personal Auto,Sports Car,0.382107,10/28/1995,TRUE
GJ43254,Washington,M,College,316421046%,89057,98,12/30/1899,Corporate Auto,Two-Door Car,187.363583,5/2/1996,FALSE
